time,symbol,market_type,open,high,low,close,volume,ret_1,ret_5,rsi_14,atr_14,atr_pct,adx_14,ema_20,ema_50,ema_200,ema_spread_20_50,ema_spread_50_200,macd_hist,bb_pct,target_ret_1,target_ret_5,target_class
2022-01-04,EURUSD=X,forex,1.1302,1.1323,1.1273,1.1302,0,-0.006243,-0.002471,46.6,0.00713,0.0063,14.27,1.13225,1.1388,,-0.005751,,0.001003,,-0.001593,0.002477,0
2022-01-05,EURUSD=X,forex,1.1285,1.1346,1.1278,1.1284,0,-0.001593,-0.00274,44.74,0.0071,0.00629,14.25,1.13188,1.13839,,-0.005717,,0.000592,,0.00257,0.007267,0
2022-01-06,EURUSD=X,forex,1.1312,1.1331,1.1286,1.1313,0,0.00257,-0.004137,48.32,0.00693,0.00613,14.23,1.13183,1.13811,,-0.005523,,0.000502,,-0.001414,0.011403,1
2022-01-07,EURUSD=X,forex,1.1296,1.136,1.1291,1.1297,0,-0.001414,-0.002472,46.53,0.00693,0.00613,14.87,1.13163,1.13778,,-0.005412,,0.00033,,0.005046,0.014163,1
2022-01-10,EURUSD=X,forex,1.1353,1.136,1.1288,1.1354,0,0.005046,-0.001671,53.2,0.00695,0.00612,15.37,1.13199,1.13769,,-0.005015,,0.00058,,-0.002114,0.00502,0
2022-01-11,EURUSD=X,forex,1.1333,1.1369,1.1316,1.133,0,-0.002114,0.002477,50.35,0.00683,0.00603,16.03,1.13208,1.13751,,-0.004769,,0.000564,,0.003177,0.007149,0
2022-01-12,EURUSD=X,forex,1.137,1.1433,1.1356,1.1366,0,0.003177,0.007267,54.3,0.00708,0.00623,17.82,1.13251,1.13747,,-0.00436,,0.000764,,0.006687,-0.003167,0
2022-01-13,EURUSD=X,forex,1.144,1.1479,1.1436,1.1442,0,0.006687,0.011403,61.3,0.00738,0.00645,20.1,1.13363,1.13774,,-0.003612,,0.001341,,0.001311,-0.008652,0
2022-01-14,EURUSD=X,forex,1.1457,1.1484,1.141,1.1457,0,0.001311,0.014163,62.52,0.00738,0.00644,21.35,1.13478,1.13805,,-0.002875,,0.001733,,-0.004015,-0.012481,-1
2022-01-17,EURUSD=X,forex,1.1412,1.1435,1.1393,1.1411,0,-0.004015,0.00502,56.62,0.00731,0.00641,21.97,1.13538,1.13817,,-0.002451,,0.001595,,0,-0.006134,0
2022-01-18,EURUSD=X,forex,1.1413,1.1423,1.133,1.1411,0,0,0.007149,56.62,0.00745,0.00653,20.9,1.13592,1.13828,,-0.002073,,0.001422,,-0.007098,-0.007624,0
2022-01-19,EURUSD=X,forex,1.133,1.1357,1.132,1.133,0,-0.007098,-0.003167,47.48,0.00757,0.00668,19.69,1.13564,1.13807,,-0.002136,,0.000715,,0.001147,-0.002207,0
2022-01-20,EURUSD=X,forex,1.1344,1.1369,1.133,1.1343,0,0.001147,-0.008652,48.91,0.00731,0.00644,18.81,1.13552,1.13793,,-0.002118,,0.00031,,-0.002557,-0.008728,0
2022-01-21,EURUSD=X,forex,1.1315,1.1361,1.1302,1.1314,0,-0.002557,-0.012481,45.91,0.00721,0.00637,17.59,1.13512,1.13767,,-0.002238,,-0.000154,,0.002386,-0.01476,-1
2022-01-24,EURUSD=X,forex,1.1341,1.1341,1.1291,1.1341,0,0.002386,-0.006134,49.04,0.00705,0.00622,16.69,1.13503,1.13753,,-0.002201,,-0.000273,,-0.001499,-0.016665,-1
2022-01-25,EURUSD=X,forex,1.1324,1.1325,1.1267,1.1324,0,-0.001499,-0.007624,47.19,0.00708,0.00625,16.36,1.13478,1.13733,,-0.002245,,-0.000449,,-0.001678,-0.008301,0
